dataset,Class,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean
40499_texture,Tuning,11.0,40.0,40.0,0.0,5500.0,0.007273,1.0,0.0,11.0,11.0,11.0,0.0,11.0,0.090909,0.090909,0.090909,0.0,0.45987,0.45987,3.753873,3.753873,0.651381,0.989646,0.130702,2.397895,1.0,2.235449,0.519381,2.397895,0.781005,3.070271,1.862275,13.0,14.0,0.325,0.002364,0.071429,2.0,6.0,3.25,1.488048,2.0,9.0,6.428571,2.13809,0.0,2.0,0.325,0.572332,0.776364,0.151091,0.181818,0.176227,0.009137,0.151091,0.181273,0.991091,10.29,5.633909,5e-06,0.942,0.942,0.224455,0.091,0.5,0.026,0.358,0.009,0.017,0.987,136.825,1063243.0,386.633818,0.07031,500.0,0.0,61.926545,0.090497,0.919364,1.449627,0.6063631419742045,0.4185829475795811,-0.0313688002635359,0.0204278537000401,0.767272576027514,0.8035073068968297,0.7296672001277466,-2.957767782739801,15.598898247514342,2.961944876916601,0.001,499.9999995,2.208672410386212,0.0216340544684822,0.3943841460675331,0.0411241736938942,25.0,1.0,-0.2712867806004432,0.9922825926253324,0.4164789971096008,0.3978567177696595,-1.617655490835972,2.2113112740862815,5.0370621296275555,0.7564400781775524,0.3104956740193263,0.0323,2.2778620941579573,0.2424214377763405,0.0,21.613276094645315,8.444129219412046,0.0119566400034868,0.0334387303934674,0.7121979801832669,0.172673493455238,0.2985444979359421,50.591427874248,0.5323666666666667,3.0058653582123394,2.38317292405464,3.6285577923700383,1.5225742772350004,0.4779695233252146,-34.398739257415,30000.0,0.0909090909090909,0.999187851671073,0.4718768367342327
40_sonar,Tuning,2.0,60.0,60.0,0.0,208.0,0.288462,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.466346,0.533654,0.5,0.047594,1.077616,1.077616,4.66891,4.66891,0.23788,0.788122,1.0,0.69088,0.99673,1.241146,0.470299,0.69088,0.032362,21.348651,37.352233,6.0,7.0,0.1,0.028846,0.142857,2.0,6.0,4.0,2.0,3.0,4.0,3.857143,0.377964,0.0,1.0,0.1,0.302532,0.730769,0.533654,0.759615,0.610897,0.055737,0.591346,0.634615,0.875,0.466,5.595,1e-06,0.053,1.0,0.647,0.183,0.127,0.288,0.741,0.125,0.06,1.0,3.467,2482.0,23.865385,0.115292,111.0,4.6e-05,54.615385,0.239549,0.578358,2.051106,0.4513123602299678,0.1520331153102369,-0.016202402968898,0.0144850515996701,0.6349781732682294,1.8793179508669624,1.848417545141968,6.984152646620515,15.66698016199902,1.5083860801068845,0.01,49.999999995,1.4038157935375437,0.7419913997133237,0.2651215677426207,0.0315514095012704,25.0,1.0,0.007965375210406,0.9906314265942636,0.2812842247504652,1.4670052299372327,0.3912935169574543,2.469757881955903,5.537903848086842,0.8761459663809225,0.1682320936562834,0.7401666666666666,2.2422861319907623,0.4925542120585595,0.0,15.962242855338202,7.235165392777203,0.019149439910282,0.0011362494945718,0.1888083059392536,0.1069882095297504,0.2407211228497913,82.06030126415833,0.1497,3.231382789962919,2.4208020584906755,4.041963521435163,1.6696794796818626,0.5093884076375924,-9.42327072779355,30000.0,0.5,0.925080418792386,0.564594065468751
43_haberman,Tuning,2.0,3.0,2.0,1.0,306.0,0.009804,0.666667,0.333333,2.0,12.0,7.0,7.071068,14.0,0.264706,0.735294,0.5,0.332756,1.567859,2.89112,8.503495,11.057503,0.22775,0.364375,1.0,0.577922,0.833765,1.546318,0.586095,1.384445,0.029385,19.667423,51.623191,9.0,10.0,3.0,0.029412,0.1,2.0,6.0,3.0,1.67332,3.0,7.0,4.8,1.398412,1.0,5.0,3.0,2.0,0.764706,0.735294,0.74183,0.737473,0.003774,0.735294,0.74183,0.683007,1.515,0.005,0.718,0.029,0.033,0.53,0.265,0.5,0.507,0.641,0.35,0.415,0.859,102.0,5724.0,37.411765,0.122662,225.0,3.3e-05,140.424837,0.310033,0.658016,2.53881,0.2219952618441207,0.3482876239464711,-0.0045467081673322,0.0041950929982834,0.3955164723837417,0.5422879074793365,0.5257177695053789,-7.10875301880214,15.657210052108416,2.2514621204985805,0.01,49.999999995,2.181491120397832,0.549551651721724,0.0889923572731403,0.0150765001139913,25.0,1.0,-0.0289387882935146,0.7280813836165458,0.1140984610568473,2.1076239026878683,4.809636715336939,66.14268942374284,239.5706246203567,0.8654438878908426,0.1195598937103745,6.666666666666667e-05,3.622027267224425,-0.2369150857368481,0.0,12.954468316988793,5.696882151690426,-0.0047443320978289,-1.614680008941297e-05,0.3508532919795083,0.2548585729274186,0.4822280942488914,78.36769990121141,0.2474666666666666,1.2337563228733794,0.2269786312593362,2.2405340144874226,9.871123118711608,0.09122939139799,-258.962437683554,30000.0,0.432812859443294,0.646509086726478,0.5072218349819799
444_analcatdata_boxing2,Defaults,2.0,3.0,0.0,3.0,132.0,0.022727,0.0,1.0,2.0,12.0,6.75,5.5,27.0,0.462121,0.537879,0.5,0.053569,0.0,3.402631,3.0,16.331166,0.598171,0.734259,1.0,0.690275,0.995856,1.822918,0.94845,2.405609,0.107584,6.416172,15.944202,4.0,5.0,1.333333,0.030303,0.2,2.0,2.0,2.0,0.0,2.0,5.0,3.8,1.30384,0.0,2.0,1.333333,1.154701,0.848485,0.568182,0.833333,0.661616,0.148904,0.583333,0.568182,0.431818,1.203,0.313,1.0,0.0,0.0,0.894,0.462,0.5,0.394,1.0,0.348,0.443,1.0,44.0,1093.0,16.560606,0.126417,69.0,0.000102,66.992424,0.17414,0.774024,3.36786,0.3894237944459333,0.169275326738587,-0.0139084534801212,0.0133884728772567,0.5748937487329566,2.108722637665038,2.105581867280556,7.892768466741255,15.642788834021664,1.244840073257262,0.01,49.999999995,1.1711445008374062,0.7981599386646222,0.2435566038450631,0.0284514504202154,25.0,1.0,0.0497456325840716,0.9795280095339752,0.2688737512845343,1.7135699374649582,1.1195642899876264,135.7882461768766,226.10538980900577,0.5880307053105548,0.1545334148371376,6.666666666666667e-05,1.665132264205557,-0.1385815725005044,1.6151676948921659e-128,12.155333484813005,5.020131486849989,-0.0074223792416509,0.0001642583294789,0.1476775225982602,0.1331947079969335,0.3580879369416548,84.22773006701571,0.0976333333333333,2.4146772400185705,1.8841930457185216,2.94516143431862,1.563089005667115,0.3828590886087614,-80.40030889488848,30000.0,0.484126984126984,0.86294650768335,0.5485624258457592
446_prnn_crabs,Tuning,2.0,7.0,6.0,1.0,200.0,0.035,0.857143,0.142857,2.0,2.0,2.0,0.0,4.0,0.5,0.5,0.5,0.0,0.082815,0.070985,2.341924,2.150221,0.726402,0.962822,1.0,0.693147,1.0,1.376084,0.626766,0.792168,0.051319,13.506593,25.814225,7.0,8.0,1.0,0.035,0.125,2.0,4.0,2.8,1.095445,3.0,6.0,4.375,1.187735,0.0,3.0,1.0,1.414214,0.62,0.5,0.705,0.610714,0.082332,0.5,0.68,0.97,0.475,1.692,0.384,0.08,0.395,0.793,0.35,0.29,0.095,0.303,0.03,0.155,0.98,28.571,2111.0,21.11,0.10608,100.0,4.9e-05,114.29,0.178678,0.744774,3.242222,0.2560457279120798,0.4952448242048091,-0.012481792408209,0.0160653942247439,0.608440880025884,0.6561602733742027,0.5876666857669125,-5.304056922871723,15.671366858918368,2.814257317033543,1e-05,49999.9950000005,2.813052359161934,0.1545051501716723,0.2939810338692106,0.0373311375231408,25.0,1.0,-0.2959797879230675,0.973960771604194,0.3489692866922814,0.170138603064687,-1.4953020306023943,3.0306677390852936,9.07399216778348,0.8088020074336829,0.266746198267595,0.0380333333333333,2.9940570689280404,0.2797579543704857,0.0,13.952059603849987,6.4202667126216335,0.0152057995183183,0.0042795767601365,0.7009087964680385,0.3302408380191639,0.4161417987620139,63.554349861679825,0.5351666666666667,3.257439072588753,0.873593717101936,5.64128442807557,6.457560668800981,0.512876301380624,-127.22518798673048,30000.0,0.5,1.0,0.7474401851851852
448_analcatdata_boxing1,Tuning,2.0,3.0,0.0,3.0,120.0,0.025,0.0,1.0,2.0,12.0,6.5,5.259911,26.0,0.35,0.65,0.5,0.212132,0.0,3.02374,3.0,12.59815,0.591952,0.788346,1.0,0.647447,0.934068,1.799452,0.96043,2.31481,0.132089,4.901591,12.623019,3.0,4.0,1.0,0.025,0.25,2.0,2.0,2.0,0.0,2.0,4.0,3.25,0.957427,0.0,2.0,1.0,1.0,0.891667,0.666667,0.833333,0.727778,0.091793,0.683333,0.666667,0.616667,4.958,0.305,0.727,0.25,0.25,0.698,0.35,0.5,0.283,1.0,0.217,0.425,1.0,40.0,991.0,16.516667,0.138796,62.0,0.00012,53.45,0.165493,0.836848,3.256478,0.3824170575624983,0.1493616695968971,-0.0126935621042377,0.0126811826116937,0.5984718388909462,2.1948372876822932,2.2048287523162458,8.208037145495991,15.677959174181693,1.162683727532533,0.01,49.999999995,1.1019625191263187,0.8163938797959932,0.2339388162238678,0.0294818711462849,25.0,1.0,0.0989299658978798,0.9775630814076164,0.2519171265555229,1.907268283040106,1.8518558089824648,189.7269108834297,339.2712038909413,0.5650357755629302,0.1962715425144457,3.3333333333333335e-05,1.788208126676302,-0.5451273151193592,0.0,16.100432698224118,7.359085636662314,-0.0186610668632272,0.0002129964378911,0.1349801630944075,0.1232574739495638,0.3479083159819631,84.70343816782055,0.0898,3.369113084557201,0.4517387382998789,6.286487430814523,13.916201772865076,0.5275155883558253,-135.74930196320562,30000.0,0.484903381642512,0.892256596060944,0.5458194072835376
44_spambase,Tuning,2.0,57.0,57.0,0.0,4601.0,0.012389,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.394045,0.605955,0.5,0.149843,12.193151,12.193151,281.314146,281.314146,0.041485,0.748289,1.0,0.670523,0.96736,0.333445,0.079025,0.670523,0.023999,27.940007,12.8943,6.0,7.0,0.105263,0.001304,0.142857,2.0,4.0,2.4,0.894427,3.0,6.0,4.285714,1.380131,0.0,1.0,0.105263,0.30962,0.713541,0.605955,0.79374,0.653249,0.057612,0.605955,0.683547,0.91328,0.347,9.662,0.0,0.091,0.383,0.55,0.17,0.162,0.172,0.42,0.088,0.13,0.961,80.719,1240054.0,539.036731,0.117182,2788.0,0.0,2381.335362,0.182715,0.789205,3.141214,0.6354702902933165,0.3171478482926473,-0.0235648794927684,0.0256613393381178,0.7949197882499603,0.9151010328667408,0.8593152249910655,-1.0830232940226523,15.631391376552164,2.4955435091608553,0.001,499.9999995,2.225218337757458,0.3780459348644955,0.3577482274541961,0.0407510590248807,25.0,1.0,-0.1468804626947802,0.9994923981519628,0.3772403380710084,0.7773667998500452,-1.068040466916074,118.3367582000543,658.16699873455,0.5872243202124328,0.4658412664579172,3.3333333333333335e-05,5.561813664202966,-0.3959803737222829,0.0,16.632965040266626,7.432062370446332,-0.0200994654988967,0.0274894143561813,0.4446668406020556,0.0611926232692614,0.0975961225910335,65.15247187523354,0.2489666666666666,4.393955610497105,4.080417819289964,4.707493401704248,1.1536792579055664,0.6428556651896111,102.71493828830005,30000.0,0.499780412823891,0.93106814716567,0.6372919587781204
450_analcatdata_lawsuit,Tuning,2.0,4.0,3.0,1.0,264.0,0.015152,0.75,0.25,2.0,2.0,2.0,0.0,4.0,0.07197,0.92803,0.5,0.605326,0.847833,0.900964,3.709865,3.345841,0.278857,0.543498,1.0,0.258704,0.373232,1.321028,0.654337,0.415858,0.064047,4.039263,19.625782,2.0,3.0,0.5,0.007576,0.333333,2.0,2.0,2.0,0.0,2.0,3.0,2.666667,0.57735,0.0,1.0,0.5,0.57735,0.969697,0.92803,0.958333,0.935606,0.015152,0.92803,0.92803,0.958333,3.859,1.128,0.1,0.735,0.92,0.195,0.072,0.5,0.057,0.127,0.042,0.03,0.659,66.0,5990.0,45.378788,0.172543,245.0,0.000167,159.602273,0.610728,0.644061,2.409267,0.4245088477490588,0.1792359617939869,-0.0105046612831429,0.0197810765988216,0.6492204430519548,1.757722908027898,1.767214936170365,6.587768011069153,15.649948798223772,1.6404007363745492,0.01,49.999999995,1.554262943994995,0.7085236174539151,0.2725151363497133,0.0336147123898969,25.0,1.0,-0.105269063190139,0.9738341298684632,0.2981442841367162,1.3879771339407438,0.2639742943751297,121.11122054337464,318.4801025566948,0.5896906956311423,0.1847350812912815,0.0008,2.6296498468746923,-0.0725321455382632,2.7628878620877375e-36,12.313366403374776,5.189214084599476,-0.0041673504016873,0.0006772401739483,0.2163109228685785,0.1903222891599738,0.4001465336827862,81.9408747418277,0.1480666666666666,1.684984506480614,1.6190535316163643,1.7509154813448635,1.0814438479966595,0.2265959118658287,-138.8846759758996,30000.0,0.495433789954338,1.0,0.5863446617165111
451_irish,Defaults,2.0,5.0,2.0,3.0,500.0,0.01,0.4,0.6,2.0,10.0,4.25,3.86221,17.0,0.444,0.556,0.5,0.079196,0.259291,1.932891,2.679918,9.144809,0.235244,0.97673,1.0,0.686862,0.990932,1.403138,0.749861,1.214446,0.200239,3.430213,6.007322,1.0,2.0,0.2,0.002,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.2,0.447214,0.982,0.556,0.988,0.7252,0.166359,0.556,0.624,0.986,0.418,0.672,0.311,0.128,0.204,0.651,0.206,0.208,0.058,0.079,0.012,0.188,0.97,100.0,14321.0,57.284,0.114798,278.0,8e-06,167.558,0.223802,0.680938,2.309456,0.5553943475855397,0.3744184081941358,-0.0227932461490699,0.0310331667559763,0.7635057214197725,1.3840710172884942,1.332981919823021,4.1557166136959065,15.695081710527674,1.5945350058497425,0.001,499.9999995,1.547924978054716,0.7293243108103603,0.4190389265258337,0.0416666666665833,25.0,1.0,-0.3044879060732551,0.9988352714599412,0.4489517945513147,0.5113289763596366,-1.6271531373087165,17.498926140564965,60.770339297362355,0.9352149844903884,0.1562300564032627,0.5320666666666667,3.472803920035111,0.4311546992283295,0.0,13.039415820017538,5.834239447245482,0.0331780493270841,0.0097922022526521,0.2120250605124078,0.0676529669213104,0.2251470731624875,78.60247575913773,0.2069,4.288323188798637,3.8432432296348966,4.733403147962378,1.2316168572059942,0.6322875084531584,91.4734864016431,30000.0,0.5,1.0,0.6861215149151991
452_analcatdata_broadwaymult,Tuning,2.0,14.0,8.0,0.0,690.0,0.023672,1.0,0.0,2.0,4.0,2.714286,0.0,5.0,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1.0,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7.0,8.0,0.444444,0.009901,0.125,2.0,4.0,2.8,1.035098,2.0,6.0,4.333333,1.112697,0.0,2.0,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,1.412,0.544,8.628,0.421,1.242,0.284714,0.142857,0.5,0.937,1.053,0.891,0.617,1.0,40.714,1995.0,14.0,0.049296,116.0,1.6e-05,25.596491,0.129992,0.424867,1.818141,0.3496271560089223,0.1644914440878038,-0.0096844251875559,0.0088143380270298,0.6331751804668544,2.181959301764272,2.1904119261217665,8.14120206329262,15.673173206342453,1.1922657618350356,0.01,49.999999995,1.1112625645152414,0.8094603153438448,0.1687265977392652,0.028718845605706,25.0,1.0,0.2260323877548579,0.97849730807442,0.1928687530077669,2.6677750979058237,5.692544875260378,148.74248400338152,293.56557684352254,0.9272468039287048,0.0908927918234596,3.3333333333333335e-05,1.9736498204295596,-0.2769659381527922,0.0,12.655924347053071,5.486458289305963,-0.0097363944926848,0.0003197718497542,0.1381837022107639,0.0910329315861481,0.2515925209937901,84.71013243022695,0.0862666666666666,4.287368497123363,2.880394443625928,5.694342550620798,1.9769315147860824,0.6321908125029334,-20.675939201265976,30000.0,0.103061224489796,0.535789871504157,0.1739959977324263
4534_PhishingWebsites,Tuning,2.0,30.0,0.0,30.0,11055.0,0.002714,0.0,1.0,2.0,3.0,2.258065,0.444803,70.0,0.443057,0.556943,0.5,0.080529,0.0,1.900061,3.0,8.67503,0.140391,0.868603,1.0,0.686648,0.990624,0.578775,0.706846,1.229393,0.03603,19.057465,15.063524,2.0,3.0,0.066667,0.000181,0.333333,2.0,2.0,2.0,0.0,2.0,3.0,2.666667,0.57735,0.0,1.0,0.066667,0.253708,0.930258,0.556943,0.888919,0.595643,0.08273,0.556943,0.556943,0.973134,1.852,3.322,0.0,0.133,0.133,1.312,0.101,0.071,0.109,0.203,0.041,0.132,0.995,368.5,8894924.0,1609.212845,0.145577,6157.0,0.0,1997.352058,0.222487,0.512107,1.721295,0.5311360996874268,0.2858928520919679,-0.0306111855600256,0.0179931049807919,0.6966523066446217,0.5316191657906911,0.5316926088020101,-7.287433164466631,15.594885801436048,2.587424315014988,0.001,499.9999995,2.223619717410721,0.4027467582252741,0.3895574132341526,0.0402823325145549,25.0,1.0,-0.0386145519894979,0.999480114260734,0.4200530946389237,0.9210433819121622,-1.1094113197102873,63.048386829970035,161.9892413377355,0.7173288328373336,0.3252023090283537,0.0023333333333333,2.569284473123607,0.5169978048442616,0.0,14.645027496354771,6.734947093089358,0.0322450137043101,0.0011984971664531,0.4292062417851159,0.0507939690606817,0.1832320415197081,70.35815605965588,0.3149333333333333,3.5274772720584746,2.6422963125409296,4.412658231576019,1.6700088520090974,0.5474642242262567,12.645917618726171,30000.0,0.491534236662479,0.957315459734224,0.625067892616768
4550_MiceProtein,Tuning,2.0,14.0,8.0,0.0,690.0,0.023672,1.0,0.0,2.0,4.0,2.714286,0.0,5.0,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1.0,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7.0,8.0,0.444444,0.009901,0.125,2.0,4.0,2.8,1.035098,2.0,6.0,4.333333,1.112697,0.0,2.0,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,0.533,1.59,0.004,0.237,0.644,0.409,0.155,0.5,0.289,0.641,0.188,0.273,0.998,40.714,30163.0,55.857407,0.051768,150.0,1e-06,51.666667,0.098127,0.746092,1.926622,0.5106667498227961,0.1698721080320913,-0.0215562367866491,0.0100610519230192,0.7432106244478227,0.9937347880076686,0.9906133517058522,-0.076187756917804,15.70027875829784,1.770695831912685,0.001,499.9999995,1.7353944705512574,0.7010233674455815,0.2640610215672865,0.0398364157556415,25.0,1.0,0.1922564346488744,0.9993652509704238,0.2904518271511728,2.0192751829071183,2.631919838916623,10.8123634318179,43.71476086098788,0.9712283047161272,0.0972728399515928,0.4907666666666667,4.043034729330588,0.6179005157147783,0.0,18.365894627959417,8.182476616106605,0.0219337367758843,0.0026786773723207,0.243013251828165,0.0337535924220451,0.1248369583225526,77.29491206345422,0.2037666666666666,4.0715111223825105,3.5226173757925645,4.6204048689724555,1.3116397201474612,0.6097556255179476,34.15634659473804,30000.0,0.125,0.997942073170732,0.2742680212901647
455_cars,Defaults,2.0,14.0,8.0,0.0,690.0,0.023672,1.0,0.0,2.0,4.0,2.714286,0.0,5.0,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1.0,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7.0,8.0,0.444444,0.009901,0.125,2.0,4.0,2.8,1.035098,2.0,6.0,4.333333,1.112697,0.0,2.0,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,0.755,2.200667,0.172,0.493,0.719,0.442,0.194,0.381,0.372,0.263,0.251,0.38,1.0,58.0,8140.0,40.098522,0.099009,254.0,1.3e-05,258.29803,0.195501,0.798019,3.894494,0.4883514036417412,0.1470171784543756,-0.0149414790001852,0.0154895919696997,0.7001358941473153,1.732317557456959,1.6948010317205529,6.338659929730063,15.646043639931335,1.7247912307794415,0.01,49.999999995,1.6151735739794673,0.6892229740991367,0.2398742616794526,0.0291083526596829,25.0,1.0,0.0253442710839447,0.9785359681387136,0.2667775337146491,1.5521853006385034,0.8506791191064247,2.6294270373755846,12.348730367231674,0.7979209695052103,0.2345334971045345,0.6903,4.69635787253187,0.1659918014366612,2.8070642962981036e-184,20.585550535917047,8.400809875823521,0.0052713245049099,0.0008088416211722,0.2299744896107836,0.1542025233952955,0.3301437538961279,81.50088817014264,0.1642333333333333,2.38583152955749,1.916050852532193,2.855612206582787,1.4903634748563217,0.3776397736317773,-99.8572441701992,30000.0,0.333333333333333,0.682702309132515,0.3849660070291742
458_analcatdata_authorship,Tuning,4.0,70.0,70.0,0.0,841.0,0.083234,1.0,0.0,4.0,4.0,4.0,0.0,4.0,0.065398,0.376932,0.25,0.144393,1.026614,1.026614,5.315292,5.315292,0.108066,0.960383,0.350674,1.238942,0.893708,1.553712,0.461412,1.238942,0.169282,7.318823,8.178265,8.0,9.0,0.114286,0.009512,0.111111,2.0,6.0,4.0,1.632993,3.0,5.0,4.333333,0.707107,0.0,2.0,0.114286,0.400827,0.992866,0.384067,0.678954,0.490114,0.070038,0.46849,0.608799,0.996433,1.613,9.64125,0.0,0.869,7.319,0.49625,0.25,0.5,0.014,0.782,0.004,0.0,1.0,12.014,56888.0,135.286564,0.161055,317.0,2e-06,63.989298,0.206838,0.700033,1.520205,0.4825915954576502,0.2094183060439849,-0.0255639123781519,0.0177085178964908,0.6916355573523703,1.793976977931779,1.795350851961981,6.535556235107878,15.671648334786084,1.4784497933423637,0.001,499.9999995,1.422132749286865,0.7595919863995466,0.3645985195701465,0.0414914739652703,25.0,1.0,0.0914113206202185,0.9996255905222696,0.3889362245807733,1.425503609130711,0.1284423938397707,2.483394818377212,5.849404127742785,0.9477924963109494,0.1579677315049382,0.7509333333333333,2.355406431733942,0.1845721761689873,4.218980780572532e-228,18.113589753873303,7.886143872865739,0.0091030115688661,0.0024868633777916,0.1829191700445779,0.0379259325283996,0.1391852002766714,79.02842327181186,0.1262666666666666,3.496635659743782,2.8206035155251428,4.172667803962422,1.479352833886003,0.5436503823219083,19.499391552565555,30000.0,0.25,1.0,0.4061652370619175
461_analcatdata_creditscore,Tuning,2.0,6.0,3.0,3.0,100.0,0.06,0.5,0.5,2.0,6.0,3.0,2.0,12.0,0.27,0.73,0.5,0.325269,1.421093,2.634047,6.369309,13.134825,0.229752,0.603196,1.0,0.583259,0.841465,0.663072,0.445502,0.8236,0.0302,19.313423,20.956264,1.0,2.0,0.166667,0.01,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.166667,0.408248,0.95,0.73,0.99,0.788333,0.101669,0.73,0.76,0.76,0.675,1.606,0.0,0.72,1.0,0.538,0.27,0.5,0.38,0.769,0.25,0.24,0.96,16.667,857.0,17.14,0.173131,72.0,0.000276,54.4,0.266752,0.777579,3.07903,0.3928030137039671,0.1948950745186997,-0.0079831265707088,0.0115210907251439,0.6287836352103935,1.8212664441465112,1.812467385960302,6.8424662539319705,15.697943387364722,1.6745440570815122,0.01,49.999999995,1.6132484687616708,0.7008233607786927,0.1762667912104182,0.0271578097856156,25.0,1.0,0.0544449829269534,0.9444985140184944,0.1950375546928186,2.173947685898276,3.656761980547161,93.49790719734,219.9203484657564,0.8286855530340425,0.0990380815674894,3.3333333333333335e-05,2.3521419361995166,-0.6195119369770461,0.0,19.690210833814614,8.297533835943135,-0.0145619292761422,0.0002825284618809,0.2259204022611894,0.1735145771524506,0.3750818228112076,81.99543469166993,0.1559666666666666,2.4594350607163955,1.145932511530322,3.7729376099024687,3.2924605698294145,0.3908353598717983,-139.9160774781741,30000.0,0.446969696969697,0.966329966329966,0.5480715949174282
463_backache,Tuning,2.0,32.0,6.0,26.0,180.0,0.177778,0.1875,0.8125,2.0,10.0,2.703704,1.957526,73.0,0.138889,0.861111,0.5,0.510688,0.5389,2.656518,3.366348,14.904891,0.184767,0.662427,1.0,0.402941,0.581321,0.659327,0.521411,0.796009,0.01063,37.90582,61.024738,2.0,3.0,0.0625,0.011111,0.333333,2.0,2.0,2.0,0.0,2.0,3.0,2.666667,0.57735,0.0,1.0,0.0625,0.245935,0.866667,0.861111,0.861111,0.861111,0.0,0.861111,0.861111,0.761111,1.185,3.875,0.0,0.172,0.394,0.298,0.139,0.5,0.306,0.783,0.217,0.128,1.0,5.625,2193.0,24.366667,0.136127,155.0,0.000178,149.555556,0.277112,0.668608,3.18517,0.2100834449998526,0.2134734367711419,-0.0035154887323887,0.0032191316254148,0.385715999219687,2.659931096574702,2.709634261012386,9.429790661604098,15.642769327116516,1.015721310342896,0.01,49.999999995,0.990751835122508,0.8498616620554018,0.0611011556176141,0.0108767374674041,25.0,1.0,0.1843638128822874,0.6502888087143539,0.0904279397044576,3.8282456991265335,15.639086180884725,161.32882268428065,306.6698775886808,0.8983187074546144,0.1122490073556085,3.3333333333333335e-05,1.90089949511892,-0.4379112200170177,0.0,15.807788716024485,7.392009840398932,-0.005356647447763,3.77958504957256e-05,0.1157090328994209,0.142785828508799,0.4717933296613444,86.05374552547062,0.0781666666666666,1.0579001133587007,0.5751729142312154,1.540627312486186,2.678546354260671,0.024444663668347,-256.3983599384335,30000.0,0.448677921677459,0.722099246729219,0.5070487860299839
